Category,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales,Shipping Cost,Order Date - Copy,Modulo,Target Sales,Poor,Satisfactory,Good,Sales w/o decimal
Technology,Guadalajara,Mexico,Adam Larsen,LATAM,UF-22200,"Wednesday, January 03, 2024",2024,ME-2024-188242,Medium,TEC-MA-131597,Consumer culture wear else.,Central,15479,Home Office,"Monday, January 08, 2024",First Class,Jalisco,Machines,0.01,99.5029,10,1097.4089,109.74,2024-01-03,0,1196.9117999999999,1196.9117999999999,1196.9117999999999,1196.9117999999999,1097
Furniture,Munich,Germany,Veronica Mcknight,EU,PX-39221,"Friday, February 25, 2022",2022,GE-2022-578950,High,FUR-CH-708196,Language one be travel.,West,29744,Consumer,"Saturday, March 05, 2022",Same Day,Bavaria,Chairs,0.18,-395.9991,4,793.2691,79.33,2022-02-25,0,397.27,397.27,397.27,397.27,793
Furniture,Munich,Germany,Samantha Alexander,EU,IP-15091,"Tuesday, October 08, 2024",2024,GE-2024-811456,Medium,FUR-CH-964380,Feeling itself ahead two.,West,26347,Home Office,"Friday, October 11, 2024",Second Class,Bavaria,Chairs,0.26,-7.8256,8,16.1759,1.62,2024-10-08,0,8.350299999999999,8.350299999999999,8.350299999999999,8.350299999999999,16
Technology,Manchester,United Kingdom,Alex Baird,EU,BI-66944,"Monday, April 11, 2022",2022,UN-2022-314628,Low,TEC-PH-140863,Pay can reveal.,North,38099,Corporate,"Tuesday, April 12, 2022",First Class,England,Phones,0.2,-234.8417,9,1326.6583,132.67,2022-04-11,0,1091.8166,1091.8166,1091.8166,1091.8166,1326
Furniture,London,United Kingdom,Emily Pacheco,EU,HW-57412,"Saturday, July 16, 2022",2022,UN-2022-494299,Medium,FUR-BO-997494,Clearly item.,North,48885,Corporate,"Wednesday, July 20, 2022",First Class,England,Bookcases,0.23,-115.0806,8,1197.6001,119.76,2022-07-16,0,1082.5195,1082.5195,1082.5195,1082.5195,1197
Furniture,Los Angeles,United States,Matthew Smith,USCA,DB-27138,"Tuesday, March 19, 2024",2024,UN-2024-730560,Critical,FUR-TA-184016,Onto least story.,West,21237,Home Office,"Friday, March 29, 2024",First Class,California,Tables,0.29,43.9777,9,437.2602,43.73,2024-03-19,0,481.23789999999997,481.23789999999997,481.23789999999997,481.23789999999997,437
Furniture,Mexico City,Mexico,James Reed,LATAM,VJ-71413,"Monday, January 30, 2023",2023,ME-2023-153362,Medium,FUR-FU-889229,Wear street these.,Central,48107,Consumer,"Thursday, February 09, 2023",Second Class,Mexico City,Furnishings,0.29,-92.838,10,411.5756,41.16,2023-01-30,0,318.73760000000004,318.73760000000004,318.73760000000004,318.73760000000004,411
Technology,Munich,Germany,Patty Nunez,EU,SE-47428,"Saturday, February 12, 2022",2022,GE-2022-655469,High,TEC-PH-184591,Figure government human.,West,43471,Home Office,"Wednesday, February 16, 2022",Second Class,Bavaria,Phones,0.29,180.1915,7,1406.4764,140.65,2022-02-12,0,1586.6679,1586.6679,1586.6679,1586.6679,1406
Technology,Mexico City,Mexico,Kari Morris,LATAM,RX-85428,"Friday, May 26, 2023",2023,ME-2023-146068,Medium,TEC-CO-547435,Person economic speak agree experience.,Central,41293,Corporate,"Sunday, June 04, 2023",Same Day,Mexico City,Copiers,0.36,563.1806,7,1196.2589,119.63,2023-05-26,0,1759.4395,1759.4395,1759.4395,1759.4395,1196
Technology,London,United Kingdom,John Price,EU,GH-31218,"Saturday, June 24, 2023",2023,UN-2023-594907,Critical,TEC-AC-360806,Image piece.,North,47944,Home Office,"Monday, June 26, 2023",Same Day,England,Accessories,0.1,342.7701,10,1268.1591,126.82,2023-06-24,0,1610.9292,1610.9292,1610.9292,1610.9292,1268
Office Supplies,São Paulo,Brazil,Katrina Morgan,LATAM,HB-53723,"Tuesday, February 15, 2022",2022,BR-2022-796935,Critical,OFF-AP-585116,Seven least.,South,44120,Consumer,"Tuesday, February 22, 2022",Second Class,São Paulo,Appliances,0.26,183.0006,4,706.4653,70.65,2022-02-15,0,889.4658999999999,889.4658999999999,889.4658999999999,889.4658999999999,706
Furniture,Los Angeles,United States,Kelly Summers,USCA,AA-37769,"Saturday, June 24, 2023",2023,UN-2023-280722,Medium,FUR-TA-412971,Area right senior success.,West,22719,Consumer,"Tuesday, July 04, 2023",Standard Class,California,Tables,0.23,259.1199,8,1318.1719,131.82,2023-06-24,0,1577.2918,1577.2918,1577.2918,1577.2918,1318
Technology,Bogotá,Colombia,Christine Gordon,LATAM,BW-49997,"Tuesday, June 10, 2025",2025,CO-2025-853547,Critical,TEC-PH-710233,Able board seek.,South,13720,Consumer,"Saturday, June 14, 2025",Second Class,Bogotá,Phones,0.08,182.3582,2,747.8275,74.78,2025-06-10,0,930.1857,930.1857,930.1857,930.1857,747
Furniture,Guadalajara,Mexico,Rachel Ward,LATAM,FC-92573,"Saturday, September 07, 2024",2024,ME-2024-877707,High,FUR-BO-838186,Administration join.,Central,20244,Home Office,"Saturday, September 14, 2024",Standard Class,Jalisco,Bookcases,0.29,-160.9474,10,1275.8893,127.59,2024-09-07,0,1114.9419,1114.9419,1114.9419,1114.9419,1275
Technology,Philadelphia,United States,Mark Peterson,USCA,AT-87345,"Friday, August 19, 2022",2022,UN-2022-341936,Low,TEC-CO-826267,Worry new.,East,37061,Corporate,"Thursday, August 25, 2022",Second Class,Pennsylvania,Copiers,0.18,-38.4773,1,372.9932,37.3,2022-08-19,0,334.5159,334.5159,334.5159,334.5159,372
Furniture,Tokyo,Japan,Hannah Adkins,APAC,KE-58316,"Friday, March 21, 2025",2025,JA-2025-544540,High,FUR-FU-133021,Street head heart still.,North Asia,23869,Corporate,"Saturday, March 29, 2025",Standard Class,Tokyo,Furnishings,0.33,-88.1614,6,859.3333,85.93,2025-03-21,0,771.1719,771.1719,771.1719,771.1719,859
Office Supplies,Atlanta,United States,Teresa Jones,USCA,UL-19312,"Saturday, April 19, 2025",2025,UN-2025-869070,Medium,OFF-BI-433538,Good establish resource ever.,South,42963,Consumer,"Monday, April 28, 2025",Second Class,Georgia,Binders,0.22,442.3862,4,925.6163,92.56,2025-04-19,0,1368.0025,1368.0025,1368.0025,1368.0025,925
Technology,Melbourne,Australia,Robert Evans,APAC,CH-47453,"Wednesday, November 09, 2022",2022,AU-2022-899275,Low,TEC-CO-252451,Middle candidate water.,Oceania,44612,Consumer,"Wednesday, November 16, 2022",First Class,Victoria,Copiers,0.1,523.8311,1,1436.9965,143.7,2022-11-09,0,1960.8276,1960.8276,1960.8276,1960.8276,1436
Office Supplies,Pittsburgh,United States,Frank Wong,USCA,WV-35075,"Wednesday, November 08, 2023",2023,UN-2023-492248,Medium,OFF-PA-579617,Would not data happy myself.,East,48929,Corporate,"Saturday, November 11, 2023",First Class,Pennsylvania,Paper,0.01,384.314,5,1094.8774,109.49,2023-11-08,0,1479.1914000000002,1479.1914000000002,1479.1914000000002,1479.1914000000002,1094
Office Supplies,Paris,France,Lee Schmidt,EU,CN-15130,"Monday, April 08, 2024",2024,FR-2024-108764,High,OFF-PA-287059,Piece day.,West,44549,Home Office,"Friday, April 12, 2024",Second Class,Île-de-France,Paper,0.02,78.4706,2,499.7949,49.98,2024-04-08,0,578.2655,578.2655,578.2655,578.2655,499
Technology,Mexico City,Mexico,Andrew Williams,LATAM,PG-64797,"Friday, November 12, 2021",2021,ME-2021-878536,Low,TEC-AC-607320,Others project weight.,Central,11424,Home Office,"Saturday, November 20, 2021",Standard Class,Mexico City,Accessories,0.05,-106.9313,8,340.4297,34.04,2021-11-12,0,233.49840000000003,233.49840000000003,233.49840000000003,233.49840000000003,340
Furniture,Yokohama,Japan,John Cobb,APAC,AJ-74644,"Wednesday, January 26, 2022",2022,JA-2022-395061,Medium,FUR-FU-869619,Trouble around now serve now.,North Asia,15716,Home Office,"Saturday, January 29, 2022",First Class,Kanagawa,Furnishings,0.11,-263.4947,7,565.4059,56.54,2022-01-26,0,301.91119999999995,301.91119999999995,301.91119999999995,301.91119999999995,565
Technology,Rio de Janeiro,Brazil,Susan Sanchez,LATAM,YX-55546,"Sunday, September 10, 2023",2023,BR-2023-853719,Medium,TEC-AC-445697,Agree himself fund Republican.,South,35679,Corporate,"Friday, September 15, 2023",First Class,Rio de Janeiro,Accessories,0.06,-51.581,10,363.2133,36.32,2023-09-10,0,311.6323,311.6323,311.6323,311.6323,363
Office Supplies,Shanghai,China,Christopher Larson,APAC,ZI-91561,"Friday, September 03, 2021",2021,CH-2021-629081,Critical,OFF-AR-953401,Eat book old.,North Asia,10925,Consumer,"Monday, September 13, 2021",Same Day,Shanghai,Art,0.23,-57.799,9,849.8193,84.98,2021-09-03,0,792.0203,792.0203,792.0203,792.0203,849
Technology,Guadalajara,Mexico,Michael Lee,LATAM,KL-44854,"Sunday, March 16, 2025",2025,ME-2025-109907,Low,TEC-CO-128152,Throw discuss.,Central,33428,Consumer,"Saturday, March 22, 2025",Second Class,Jalisco,Copiers,0.28,375.0983,10,1289.6448,128.96,2025-03-16,0,1664.7431000000001,1664.7431000000001,1664.7431000000001,1664.7431000000001,1289
Office Supplies,Tokyo,Japan,Amanda Allen,APAC,WS-24592,"Monday, May 30, 2022",2022,JA-2022-468963,High,OFF-AP-173382,Fall poor should place.,North Asia,47791,Consumer,"Thursday, June 02, 2022",Standard Class,Tokyo,Appliances,0.28,-52.874,3,506.0472,50.6,2022-05-30,0,453.17319999999995,453.17319999999995,453.17319999999995,453.17319999999995,506
Office Supplies,Melbourne,Australia,Ronald Daniels,APAC,XU-18289,"Tuesday, February 21, 2023",2023,AU-2023-661859,Medium,OFF-AR-678809,Degree thus.,Oceania,23353,Home Office,"Friday, February 24, 2023",First Class,Victoria,Art,0.39,-314.6045,1,792.8472,79.28,2023-02-21,0,478.24270000000007,478.24270000000007,478.24270000000007,478.24270000000007,792
Office Supplies,Manchester,United Kingdom,Noah Watson,EU,XU-60895,"Wednesday, April 26, 2023",2023,UN-2023-968325,Critical,OFF-BI-600727,City live member feel.,North,13993,Corporate,"Friday, May 05, 2023",Second Class,England,Binders,0.19,142.1801,10,309.8297,30.98,2023-04-26,0,452.00980000000004,452.00980000000004,452.00980000000004,452.00980000000004,309
Furniture,Melbourne,Australia,Ray Martinez,APAC,KR-79551,"Friday, May 26, 2023",2023,AU-2023-922702,Critical,FUR-FU-862978,Space yard.,Oceania,16970,Home Office,"Saturday, May 27, 2023",First Class,Victoria,Furnishings,0.16,487.1698,6,1241.8098,124.18,2023-05-26,0,1728.9796000000001,1728.9796000000001,1728.9796000000001,1728.9796000000001,1241
Furniture,Melbourne,Australia,Lisa Rogers,APAC,NY-22715,"Wednesday, May 15, 2024",2024,AU-2024-575493,Low,FUR-CH-468179,Product impact soon.,Oceania,36246,Home Office,"Tuesday, May 21, 2024",Same Day,Victoria,Chairs,0.18,-179.7692,9,711.775,71.18,2024-05-15,0,532.0057999999999,532.0057999999999,532.0057999999999,532.0057999999999,711
Furniture,Philadelphia,United States,Joshua Chambers,USCA,RT-80738,"Monday, May 26, 2025",2025,UN-2025-284296,High,FUR-BO-188962,Apply paper be.,East,48181,Home Office,"Tuesday, May 27, 2025",Standard Class,Pennsylvania,Bookcases,0.2,-22.9736,7,418.9897,41.9,2025-05-26,0,396.01610000000005,396.01610000000005,396.01610000000005,396.01610000000005,418
Furniture,Manchester,United Kingdom,Ms. Amanda James,EU,MZ-55752,"Sunday, December 18, 2022",2022,UN-2022-275984,Medium,FUR-TA-746979,Popular model.,North,27732,Consumer,"Wednesday, December 28, 2022",First Class,England,Tables,0.24,-57.1353,8,473.7065,47.37,2022-12-18,0,416.5712,416.5712,416.5712,416.5712,473
Furniture,Aurora,United States,David Taylor,USCA,WM-26209,"Wednesday, July 26, 2023",2023,UN-2023-565102,High,FUR-CH-558392,Rule believe support all I.,Central,48616,Corporate,"Wednesday, August 02, 2023",First Class,Illinois,Chairs,0.03,23.8933,7,814.8243,81.48,2023-07-26,0,838.7176,838.7176,838.7176,838.7176,814
Furniture,Sydney,Australia,Michael Robinson,APAC,AM-64317,"Monday, September 06, 2021",2021,AU-2021-559830,Low,FUR-CH-739617,Military morning each establish.,Oceania,16181,Home Office,"Saturday, September 11, 2021",Standard Class,New South Wales,Chairs,0.27,-297.6316,7,951.4775,95.15,2021-09-06,0,653.8459,653.8459,653.8459,653.8459,951
Furniture,Miami,United States,Michael Booth,USCA,SV-30424,"Friday, April 07, 2023",2023,UN-2023-842439,Medium,FUR-FU-912364,Particularly government child describe.,South,37683,Home Office,"Friday, April 14, 2023",Same Day,Florida,Furnishings,0.03,35.4853,2,508.4768,50.85,2023-04-07,0,543.9621000000001,543.9621000000001,543.9621000000001,543.9621000000001,508
Technology,London,United Kingdom,Lisa Rowe,EU,QE-73276,"Tuesday, July 18, 2023",2023,UN-2023-663272,High,TEC-MA-578369,Game back support rate movie.,North,21705,Corporate,"Monday, July 24, 2023",Second Class,England,Machines,0.29,-319.7398,3,1302.514,130.25,2023-07-18,0,982.7741999999998,982.7741999999998,982.7741999999998,982.7741999999998,1302
Technology,Berlin,Germany,Haley Lee,EU,FY-40359,"Thursday, May 08, 2025",2025,GE-2025-758428,Low,TEC-CO-309807,Word together dream a.,West,48336,Home Office,"Thursday, May 15, 2025",Same Day,Berlin,Copiers,0.03,-17.2206,6,1182.2563,118.23,2025-05-08,0,1165.0357,1165.0357,1165.0357,1165.0357,1182
Office Supplies,Quebec City,Canada,Courtney Williams,USCA,RO-82590,"Thursday, September 02, 2021",2021,CA-2021-915457,High,OFF-ST-133211,Arm everybody cover.,Canada,30618,Consumer,"Thursday, September 09, 2021",Standard Class,Quebec,Storage,0.24,-277.5734,2,655.7416,65.57,2021-09-02,0,378.16819999999996,378.16819999999996,378.16819999999996,378.16819999999996,655
Office Supplies,Yokohama,Japan,Richard Garcia,APAC,RV-93341,"Friday, December 03, 2021",2021,JA-2021-125923,High,OFF-ST-959027,Answer message moment good.,North Asia,13475,Home Office,"Monday, December 13, 2021",Second Class,Kanagawa,Storage,0.37,-207.109,7,1406.1738,140.62,2021-12-03,0,1199.0648,1199.0648,1199.0648,1199.0648,1406
Office Supplies,Guadalajara,Mexico,Joseph Burton,LATAM,EF-54314,"Wednesday, October 13, 2021",2021,ME-2021-922341,Critical,OFF-ST-361729,Always finish opportunity.,Central,41718,Consumer,"Friday, October 22, 2021",Second Class,Jalisco,Storage,0.1,-445.3965,8,956.7604,95.68,2021-10-13,0,511.3639,511.3639,511.3639,511.3639,956
Technology,Yokohama,Japan,David Garner,APAC,TR-89630,"Tuesday, May 14, 2024",2024,JA-2024-742324,Critical,TEC-MA-429819,Me toward memory.,North Asia,44747,Consumer,"Wednesday, May 15, 2024",Standard Class,Kanagawa,Machines,0.36,-5.1565,10,889.7615,88.98,2024-05-14,0,884.6049999999999,884.6049999999999,884.6049999999999,884.6049999999999,889
Furniture,Marseille,France,Eric Boyer,EU,SS-57720,"Tuesday, June 21, 2022",2022,FR-2022-422890,High,FUR-CH-219024,Base option.,West,40345,Corporate,"Thursday, June 23, 2022",Standard Class,Provence-Alpes-Côte d'Azur,Chairs,0.22,162.372,10,342.3762,34.24,2022-06-21,0,504.7482,504.7482,504.7482,504.7482,342
Technology,San Pedro Sula,Honduras,Andrea Harrison,LATAM,WQ-93709,"Saturday, January 22, 2022",2022,HO-2022-569529,Medium,TEC-PH-822140,More girl condition.,Central,40636,Consumer,"Sunday, January 23, 2022",Standard Class,Cortés,Phones,0.19,7.2846,1,37.9493,3.79,2022-01-22,0,45.2339,45.2339,45.2339,45.2339,37
Furniture,Tegucigalpa,Honduras,Christopher Barker,LATAM,HL-92803,"Monday, December 20, 2021",2021,HO-2021-757908,Low,FUR-FU-334300,Beautiful region develop.,Central,31264,Consumer,"Tuesday, December 28, 2021",First Class,Francisco Morazán,Furnishings,0.28,-22.0597,9,54.1971,5.42,2021-12-20,0,32.1374,32.1374,32.1374,32.1374,54
Office Supplies,Houston,United States,Ryan Rodriguez,USCA,OG-83274,"Wednesday, March 13, 2024",2024,UN-2024-433625,High,OFF-PA-969269,Smile foot offer lose.,Central,45101,Home Office,"Saturday, March 23, 2024",Standard Class,Texas,Paper,0.38,-303.439,10,1384.337,138.43,2024-03-13,0,1080.898,1080.898,1080.898,1080.898,1384
Technology,Bogotá,Colombia,Katherine Bowers,LATAM,XY-76444,"Tuesday, November 02, 2021",2021,CO-2021-372162,Critical,TEC-PH-673441,According same baby Congress often.,South,40594,Consumer,"Saturday, November 06, 2021",First Class,Bogotá,Phones,0.35,-301.5192,9,653.6639,65.37,2021-11-02,0,352.1447,352.1447,352.1447,352.1447,653
Office Supplies,Medellín,Colombia,Anthony Moore,LATAM,AT-33074,"Monday, July 29, 2024",2024,CO-2024-864395,High,OFF-PA-406083,Become together agent perhaps.,South,49217,Consumer,"Friday, August 02, 2024",First Class,Antioquia,Paper,0.1,-115.2391,9,1137.127,113.71,2024-07-29,0,1021.8879,1021.8879,1021.8879,1021.8879,1137
Office Supplies,Medellín,Colombia,Ryan Weaver,LATAM,HD-78190,"Wednesday, August 31, 2022",2022,CO-2022-840384,Low,OFF-PA-806342,Key debate wish.,South,18945,Consumer,"Thursday, September 01, 2022",Second Class,Antioquia,Paper,0.34,123.948,8,782.5989,78.26,2022-08-31,0,906.5468999999999,906.5468999999999,906.5468999999999,906.5468999999999,782
Technology,Seattle,United States,Heather Hunter,USCA,BG-54219,"Monday, May 05, 2025",2025,UN-2025-226871,Medium,TEC-AC-869799,Father name politics trial.,West,47638,Corporate,"Sunday, May 11, 2025",Standard Class,Washington,Accessories,0.28,-160.2268,3,834.4328,83.44,2025-05-05,0,674.206,674.206,674.206,674.206,834
Office Supplies,Guadalajara,Mexico,Gary Maynard,LATAM,IZ-28415,"Wednesday, December 15, 2021",2021,ME-2021-310595,Medium,OFF-AP-828306,Catch second sometimes although.,Central,28230,Corporate,"Wednesday, December 22, 2021",Same Day,Jalisco,Appliances,0.37,-134.6983,6,1337.2442,133.72,2021-12-15,0,1202.5459,1202.5459,1202.5459,1202.5459,1337
Furniture,Seattle,United States,Candace Wiley,USCA,UX-22029,"Wednesday, June 22, 2022",2022,UN-2022-993269,Low,FUR-TA-502038,Republican painting happen way.,West,28998,Corporate,"Friday, June 24, 2022",Same Day,Washington,Tables,0.26,41.2591,3,1451.8259,145.18,2022-06-22,0,1493.085,1493.085,1493.085,1493.085,1451
Office Supplies,San Francisco,United States,Gloria Thompson,USCA,ZW-99426,"Saturday, October 07, 2023",2023,UN-2023-424127,Medium,OFF-ST-640124,Deal argue green.,West,18508,Consumer,"Monday, October 09, 2023",Same Day,California,Storage,0.06,196.8481,7,963.7923,96.38,2023-10-07,0,1160.6404,1160.6404,1160.6404,1160.6404,963
Office Supplies,Paris,France,Mackenzie Reid,EU,GW-67676,"Wednesday, December 14, 2022",2022,FR-2022-523415,Low,OFF-AR-931410,Foot try street second.,West,35160,Home Office,"Saturday, December 17, 2022",Second Class,Île-de-France,Art,0.29,499.1483,4,1018.1,101.81,2022-12-14,0,1517.2483,1517.2483,1517.2483,1517.2483,1018
Office Supplies,Spokane,United States,Joseph Smith,USCA,DH-55859,"Saturday, October 05, 2024",2024,UN-2024-850702,Critical,OFF-ST-592906,Choose suggest rate response.,West,36159,Consumer,"Wednesday, October 09, 2024",Second Class,Washington,Storage,0.18,437.1589,4,1423.1022,142.31,2024-10-05,0,1860.2611000000002,1860.2611000000002,1860.2611000000002,1860.2611000000002,1423
Office Supplies,Melbourne,Australia,Amy Hernandez,APAC,YO-85770,"Monday, December 26, 2022",2022,AU-2022-639922,Medium,OFF-BI-661712,He structure size.,Oceania,23096,Home Office,"Wednesday, December 28, 2022",Standard Class,Victoria,Binders,0.37,-93.7509,3,910.9886,91.1,2022-12-26,0,817.2377,817.2377,817.2377,817.2377,910
Furniture,Los Angeles,United States,Shannon Moore,USCA,AH-47791,"Monday, October 18, 2021",2021,UN-2021-832562,Critical,FUR-FU-966276,Appear none.,West,47189,Consumer,"Wednesday, October 20, 2021",Standard Class,California,Furnishings,0.28,449.7248,8,1143.3644,114.34,2021-10-18,0,1593.0892,1593.0892,1593.0892,1593.0892,1143
Office Supplies,London,United Kingdom,Ashley Frazier,EU,AJ-46563,"Wednesday, February 02, 2022",2022,UN-2022-640917,High,OFF-AP-291994,Put natural top break.,North,15035,Corporate,"Thursday, February 03, 2022",Second Class,England,Appliances,0.13,-454.3706,5,1061.2374,106.12,2022-02-02,0,606.8668,606.8668,606.8668,606.8668,1061
Office Supplies,San Pedro Sula,Honduras,Michelle Oneill,LATAM,PP-13471,"Tuesday, November 12, 2024",2024,HO-2024-796399,Medium,OFF-PA-582139,Product treatment modern.,Central,12507,Consumer,"Sunday, November 17, 2024",First Class,Cortés,Paper,0.03,152.7801,9,871.6435,87.16,2024-11-12,0,1024.4236,1024.4236,1024.4236,1024.4236,871
Technology,Aurora,United States,Sarah Arnold,USCA,WN-80371,"Thursday, April 03, 2025",2025,UN-2025-143174,Medium,TEC-AC-987409,Health environmental reflect stand.,Central,47847,Consumer,"Tuesday, April 08, 2025",Second Class,Illinois,Accessories,0.22,48.2704,5,277.6151,27.76,2025-04-03,0,325.8855,325.8855,325.8855,325.8855,277
Furniture,Tokyo,Japan,Natalie Davis,APAC,GS-11531,"Wednesday, January 03, 2024",2024,JA-2024-629162,Critical,FUR-BO-796183,Really public happen certain work.,North Asia,24532,Home Office,"Monday, January 08, 2024",Second Class,Tokyo,Bookcases,0.16,-14.9992,1,465.1116,46.51,2024-01-03,0,450.11240000000004,450.11240000000004,450.11240000000004,450.11240000000004,465
Furniture,São Paulo,Brazil,Pamela Phillips,LATAM,RS-77858,"Monday, July 01, 2024",2024,BR-2024-635161,Medium,FUR-TA-221651,Fight front choice reach bad.,South,26013,Home Office,"Friday, July 05, 2024",Standard Class,São Paulo,Tables,0.1,105.1473,3,997.7006,99.77,2024-07-01,0,1102.8479,1102.8479,1102.8479,1102.8479,997
Office Supplies,London,United Kingdom,Nicole Kim,EU,IU-95376,"Saturday, September 30, 2023",2023,UN-2023-251127,Critical,OFF-ST-417418,Where performance blue may.,North,49229,Consumer,"Sunday, October 08, 2023",Second Class,England,Storage,0.37,61.8492,9,234.7147,23.47,2023-09-30,0,296.5639,296.5639,296.5639,296.5639,234
Office Supplies,Quebec City,Canada,Todd Rivera,USCA,ME-20841,"Friday, September 27, 2024",2024,CA-2024-503090,High,OFF-ST-840273,Defense air.,Canada,15935,Home Office,"Sunday, October 06, 2024",Second Class,Quebec,Storage,0.16,-184.0625,10,1145.3448,114.53,2024-09-27,0,961.2823000000001,961.2823000000001,961.2823000000001,961.2823000000001,1145
Technology,San Pedro Sula,Honduras,John Hansen,LATAM,MH-28382,"Thursday, September 05, 2024",2024,HO-2024-790507,Medium,TEC-PH-590671,Loss it character each.,Central,39644,Consumer,"Tuesday, September 10, 2024",Second Class,Cortés,Phones,0.12,2.7502,5,59.8377,5.98,2024-09-05,0,62.5879,62.5879,62.5879,62.5879,59
Office Supplies,New York City,United States,William Jones,USCA,SZ-65621,"Thursday, March 06, 2025",2025,UN-2025-776315,Low,OFF-BI-925708,Material former success environment.,East,33733,Corporate,"Tuesday, March 11, 2025",Same Day,New York,Binders,0.08,148.7441,6,1134.2439,113.42,2025-03-06,0,1282.9879999999998,1282.9879999999998,1282.9879999999998,1282.9879999999998,1134
Technology,Melbourne,Australia,David Lynch,APAC,OT-67008,"Monday, April 14, 2025",2025,AU-2025-885735,High,TEC-PH-228095,Hour why certain.,Oceania,20636,Corporate,"Tuesday, April 15, 2025",First Class,Victoria,Phones,0.05,-104.501,10,983.9595,98.4,2025-04-14,0,879.4585000000001,879.4585000000001,879.4585000000001,879.4585000000001,983
Furniture,Medellín,Colombia,Matthew Carson,LATAM,JB-49571,"Friday, February 18, 2022",2022,CO-2022-452459,High,FUR-FU-843375,Section picture.,South,21946,Home Office,"Saturday, February 19, 2022",Standard Class,Antioquia,Furnishings,0.34,-45.5403,5,849.7505,84.98,2022-02-18,0,804.2102,804.2102,804.2102,804.2102,849
Technology,London,United Kingdom,Tina Jackson,EU,DB-60498,"Friday, December 13, 2024",2024,UN-2024-122147,High,TEC-PH-165336,Word something adult.,North,13183,Consumer,"Friday, December 20, 2024",Second Class,England,Phones,0.28,-167.1218,9,536.336,53.63,2024-12-13,0,369.2142,369.2142,369.2142,369.2142,536
Furniture,Manchester,United Kingdom,John Dawson,EU,GE-72995,"Wednesday, May 10, 2023",2023,UN-2023-604968,Critical,FUR-TA-164093,Media understand.,North,48413,Consumer,"Saturday, May 20, 2023",First Class,England,Tables,0.03,88.1681,10,928.247,92.82,2023-05-10,0,1016.4150999999999,1016.4150999999999,1016.4150999999999,1016.4150999999999,928
Office Supplies,Munich,Germany,Austin Howard,EU,YM-75507,"Wednesday, November 08, 2023",2023,GE-2023-460635,Medium,OFF-ST-404728,Read southern government.,West,14671,Consumer,"Thursday, November 09, 2023",Same Day,Bavaria,Storage,0.38,-18.0412,8,226.8251,22.68,2023-11-08,0,208.7839,208.7839,208.7839,208.7839,226
Furniture,Bogotá,Colombia,Laura Tate,LATAM,MH-52795,"Tuesday, September 21, 2021",2021,CO-2021-322783,High,FUR-BO-727517,Ago rate today.,South,18042,Home Office,"Thursday, September 23, 2021",Standard Class,Bogotá,Bookcases,0.22,147.0016,5,1458.3901,145.84,2021-09-21,0,1605.3917000000001,1605.3917000000001,1605.3917000000001,1605.3917000000001,1458
Technology,San Pedro Sula,Honduras,Justin Norman,LATAM,AX-72658,"Friday, March 14, 2025",2025,HO-2025-144529,Critical,TEC-AC-832838,Good teach.,Central,36456,Corporate,"Thursday, March 20, 2025",Second Class,Cortés,Accessories,0.28,-160.7329,7,846.7358,84.67,2025-03-14,0,686.0029000000001,686.0029000000001,686.0029000000001,686.0029000000001,846
Furniture,London,United Kingdom,Dustin Lewis,EU,XO-81015,"Thursday, June 15, 2023",2023,UN-2023-842158,High,FUR-BO-423493,Machine air party affect.,North,10340,Home Office,"Wednesday, June 21, 2023",Same Day,England,Bookcases,0.26,180.856,8,820.1397,82.01,2023-06-15,0,1000.9956999999999,1000.9956999999999,1000.9956999999999,1000.9956999999999,820
Technology,Rio de Janeiro,Brazil,Craig Wilson,LATAM,CV-20625,"Tuesday, July 25, 2023",2023,BR-2023-985417,Low,TEC-AC-105967,Office foreign push mouth.,South,38632,Home Office,"Sunday, July 30, 2023",Second Class,Rio de Janeiro,Accessories,0.24,-59.9896,1,177.5805,17.76,2023-07-25,0,117.5909,117.5909,117.5909,117.5909,177
Technology,Atlanta,United States,Sharon Jackson,USCA,BY-43606,"Friday, July 04, 2025",2025,UN-2025-548940,High,TEC-MA-517231,Amount stop tend.,South,49766,Home Office,"Saturday, July 05, 2025",Standard Class,Georgia,Machines,0.15,-1.7951,10,115.0909,11.51,2025-07-04,0,113.2958,113.2958,113.2958,113.2958,115
Furniture,Manchester,United Kingdom,Samantha Santana,EU,PO-73423,"Tuesday, November 05, 2024",2024,UN-2024-580202,High,FUR-BO-192754,Just last avoid improve.,North,34623,Home Office,"Saturday, November 09, 2024",First Class,England,Bookcases,0.11,75.9593,2,261.6823,26.17,2024-11-05,0,337.6416,337.6416,337.6416,337.6416,261
Technology,Ottawa,Canada,Tina Bennett,USCA,RX-79381,"Monday, October 30, 2023",2023,CA-2023-245481,High,TEC-PH-288300,Majority realize by.,Canada,42886,Home Office,"Friday, November 03, 2023",First Class,Ontario,Phones,0.34,-295.1353,4,716.2391,71.62,2023-10-30,0,421.10380000000004,421.10380000000004,421.10380000000004,421.10380000000004,716
